КодФирмы,Территория
3969,"10. див. Приволжский"
3670,"01. див. Дальний Восток"
546,"07. див. Верхняя Волга"
2731,"03. див. Западная Сибирь"
4245,"02. див. Восточная Сибирь"
3963,"08. див. Центральный"
3921,"09. див. Черноземье"
3031,"09. див. Черноземье"
1941,"01. див. Дальний Восток"
2835,"07. див. Верхняя Волга"
3336,"07. див. Верхняя Волга"
1349,"02. див. Восточная Сибирь"
1036,"09. див. Черноземье"
1402,"10. див. Приволжский"
472,"10. див. Приволжский"
413,"04. див. Урал"
1086,"02. див. Восточная Сибирь"
3095,"07. див. Верхняя Волга"
4238,"08. див. Центральный"
3820,"05. див. Юг"
1676,"08. див. Центральный"
3886,"10. див. Приволжский"
2982,"06. див. Средняя Волга"
767,"08. див. Центральный"
3675,"06. див. Средняя Волга"
3899,"03. див. Западная Сибирь"
2931,"10. див. Приволжский"
1271,"06. див. Средняя Волга"
4226,"05. див. Юг"
2060,"02. див. Восточная Сибирь"
3686,"11. див. Северо-Западный"
1149,"04. див. Урал"
2002,"02. див. Восточная Сибирь"
1206,"10. див. Приволжский"
4105,"05. див. Юг"
2192,"09. див. Черноземье"
403,"06. див. Средняя Волга"
649,"09. див. Черноземье"
4219,"05. див. Юг"
1507,"04. див. Урал"
1470,"11. див. Северо-Западный"
1872,"07. див. Верхняя Волга"
1950,"07. див. Верхняя Волга"
3962,"07. див. Верхняя Волга"
983,"09. див. Черноземье"
3635,"09. див. Черноземье"
657,"09. див. Черноземье"
4433,"04. див. Урал"
835,"05. див. Юг"
4175,"02. див. Восточная Сибирь"
1957,"07. див. Верхняя Волга"
2052,"01. див. Дальний Восток"
4178,"09. див. Черноземье"
3580,"08. див. Центральный"
2465,"01. див. Дальний Восток"
4425,"05. див. Юг"
1237,"06. див. Средняя Волга"
3030,"09. див. Черноземье"
4388,"04. див. Урал"
3358,"01. див. Дальний Восток"
2330,"03. див. Западная Сибирь"
1619,"03. див. Западная Сибирь"
2208,"06. див. Средняя Волга"
517,"04. див. Урал"
4050,"10. див. Приволжский"
2288,"01. див. Дальний Восток"
2947,"08. див. Центральный"
2773,"10. див. Приволжский"
2966,"08. див. Центральный"
1458,"09. див. Черноземье"
3774,"05. див. Юг"
2873,"05. див. Юг"
3832,"05. див. Юг"
3604,"10. див. Приволжский"
1822,"10. див. Приволжский"
3062,"11. див. Северо-Западный"
3347,"07. див. Верхняя Волга"
282,"06. див. Средняя Волга"
1399,"03. див. Западная Сибирь"
182,"04. див. Урал"
1837,"04. див. Урал"
215,"04. див. Урал"
20,"02. див. Восточная Сибирь"
2095,"01. див. Дальний Восток"
3584,"09. див. Черноземье"
915,"08. див. Центральный"
2474,"10. див. Приволжский"
3813,"11. див. Северо-Западный"
238,"04. див. Урал"
3237,"01. див. Дальний Восток"
1673,"03. див. Западная Сибирь"
1176,"04. див. Урал"
1945,"09. див. Черноземье"
1070,"09. див. Черноземье"
1832,"03. див. Западная Сибирь"
3046,"02. див. Восточная Сибирь"
3940,"08. див. Центральный"
1915,"10. див. Приволжский"
136,"03. див. Западная Сибирь"
3132,"05. див. Юг"
3918,"09. див. Черноземье"
234,"07. див. Верхняя Волга"
3224,"03. див. Западная Сибирь"
3691,"11. див. Северо-Западный"
2185,"05. див. Юг"
1453,"10. див. Приволжский"
1270,"10. див. Приволжский"
333,"07. див. Верхняя Волга"
1672,"08. див. Центральный"
2322,"02. див. Восточная Сибирь"
275,"05. див. Юг"
1886,"06. див. Средняя Волга"
2363,"02. див. Восточная Сибирь"
3850,"02. див. Восточная Сибирь"
2088,"09. див. Черноземье"
3184,"10. див. Приволжский"
3920,"07. див. Верхняя Волга"
3192,"04. див. Урал"
3687,"11. див. Северо-Западный"
3125,"06. див. Средняя Волга"
358,"04. див. Урал"
3495,"11. див. Северо-Западный"
826,"09. див. Черноземье"
2462,"07. див. Верхняя Волга"
3720,"10. див. Приволжский"
3428,"03. див. Западная Сибирь"
2257,"09. див. Черноземье"
3476,"02. див. Восточная Сибирь"
2020,"10. див. Приволжский"
2232,"04. див. Урал"
3202,"08. див. Центральный"
3707,"05. див. Юг"
665,"11. див. Северо-Западный"
3925,"10. див. Приволжский"
2342,"10. див. Приволжский"
2197,"09. див. Черноземье"
4014,"06. див. Средняя Волга"
844,"09. див. Черноземье"
1504,"06. див. Средняя Волга"
1678,"06. див. Средняя Волга"
349,"09. див. Черноземье"
4198,"07. див. Верхняя Волга"
3572,"08. див. Центральный"
4005,"08. див. Центральный"
3658,"04. див. Урал"
271,"09. див. Черноземье"
3565,"09. див. Черноземье"
3574,"09. див. Черноземье"
1914,"10. див. Приволжский"
799,"05. див. Юг"
3890,"05. див. Юг"
4220,"10. див. Приволжский"
2801,"05. див. Юг"
2752,"02. див. Восточная Сибирь"
806,"04. див. Урал"
3797,"09. див. Черноземье"
3200,"07. див. Верхняя Волга"
1971,"06. див. Средняя Волга"
2992,"11. див. Северо-Западный"
2031,"04. див. Урал"
3830,"01. див. Дальний Восток"
3344,"09. див. Черноземье"
53,"03. див. Западная Сибирь"
1289,"06. див. Средняя Волга"
4563,"11. див. Северо-Западный"
748,"09. див. Черноземье"
3973,"08. див. Центральный"
1302,"06. див. Средняя Волга"
1450,"05. див. Юг"
3381,"07. див. Верхняя Волга"
3315,"09. див. Черноземье"
1374,"06. див. Средняя Волга"
509,"08. див. Центральный"
3248,"11. див. Северо-Западный"
2040,"09. див. Черноземье"
1682,"04. див. Урал"
1992,"07. див. Верхняя Волга"
3284,"07. див. Верхняя Волга"
3027,"09. див. Черноземье"
654,"10. див. Приволжский"
442,"04. див. Урал"
4160,"04. див. Урал"
2786,"04. див. Урал"
2358,"02. див. Восточная Сибирь"
3615,"02. див. Восточная Сибирь"
3917,"06. див. Средняя Волга"
18,"02. див. Восточная Сибирь"
742,"09. див. Черноземье"
1366,"03. див. Западная Сибирь"
264,"10. див. Приволжский"
3806,"05. див. Юг"
1482,"11. див. Северо-Западный"
4377,"09. див. Черноземье"
2889,"05. див. Юг"
4102,"04. див. Урал"
1337,"07. див. Верхняя Волга"
3470,"07. див. Верхняя Волга"
3950,"07. див. Верхняя Волга"
3498,"08. див. Центральный"
3778,"03. див. Западная Сибирь"
803,"10. див. Приволжский"
4306,"07. див. Верхняя Волга"
2441,"07. див. Верхняя Волга"
3641,"07. див. Верхняя Волга"
2942,"09. див. Черноземье"
503,"10. див. Приволжский"
3870,"10. див. Приволжский"
